"ETHNOLOGUE 16 ed                         "						
"Language Name"	"iso"	"Classification"	"No. of Speakers"	"Latitude"	"Longitude"	"Misc."
"Ali"	"aiy"	7	35000	4.67	18	
"Bofi"	"bff"	8	23500	4	17.25	
"Bonjo"	"bok"	8	3000	2.92	17.67	
"Manza"	"mzv"	8	220000	6.25	18.5	
"Ngbaka"	"nga"	8	1016650	3.5	20	
"Ngbaka Manza"	"ngg"	8	29000	5.33	18.5	
"NW Gbaya"	"gya"	7	274500	6	15	
"SW G"	"gso"	7	220000	4.5	15.5	
"G-Mbdomo"	"gmm"	8	20000			
"Bangandu"	"bgf"	8	2700	2.33	15.33	
"Suma"	"sqm"	7	50000	7	17	
"Dendi"	"deq"	61	10000	4.42	22.5	
"Gbayi"	"gyg"	7	5000	5.58	22	
"Mbangi"	"mgn"	7	2750	4.67	22.25	
"S Ngbandi"	"nbw"	7	105000	3.75	22	
"N"	"ngb"	7	250294	3.83	22.33	
"Sango"	"sag"	7	404000	5	18	
"Yakoma"	"yky"	7	110000	4.42	18.42	
"Barambu"	"brm"	61	25570	3.5	27	
"Pambia"	"pmb"	81	21000	2	24	
"Geme"	"geq"	71	550	8.5	20.67	
"Kpatili"	"kym"	81	4500	5.17	21.92	
"Nzakara"	"nzk"	81	50000	5	23	
"Zande"	"zne"	81	1142000	4	26	21
"Akpes"	"ibe"	32	10000	7.5	5.95	"         (BENUE-CONGO: Ak)"
"Putukwam"	"afe"	42	12000	6.67	9	"         (BC: CROSS RIVER)"
"Alege"	"alf"	61	1200	6.58	9	
"Bekwarra"	"bkv"	61	100000	6.75	8.92	
"Bokyi"	"bky"	61	143700	6.25	9	
"Bete-Bendi"	"btt"	61	36800	6.58	9.17	
"Bumaji"	"byp"	61	11386	6.5	9.33	
"Obanliku"	"bzy"	61	65000	6.67	9.25	
"Ubang"	"uba"	61	3416	6.42	9.25	
"Upke-Bayobiri"	"ukp"	61	12000	6.5	9	
"Abua"	"abn"	51	25000	4.91	6.69	
"Odual"	"odu"	81	18000	4.83	6.42	
"Kugbo"	"kes"	71	2000	4.75	6.5	
"Abureni"	"mgj"	71	4000	4.58	6.5	
"Obulom"	"obu"	71	3416	4.75	7.08	
"Ochichi"	"xoc"	71	-1			
"Ogbia"	"ogb"	71	200000	4.67	6.25	
"Ogbogolo"	"ogg"	71	10000	4.92	6.5	
"Ogbronuagum"	"ogu"	71	12000	4.75	6.87	
"Obolo"	"ann"	61	200000	4.58	7.83	
"Ebughu"	"ebg"	71	5000	4.83	8	
"Efik"	"efi"	71	405260	4.92	8.5	2
"Anaang"	"anw"	8	1400000	5	7.58	
"Ibibio"	"ibb"	8	0	5.25	7.83	2
"Ukwa"	"ukq"	8	100	5.58	8	
"Eki"	"eki"	7	5000	5.17	8.17	
"Efai"	"efa"	7	7212	4.58	8.25	
"Idere"	"ide"	7	5000	5.25	8.08	
"Ekit"	"eke"	71	200000	4.75	7.92	
"Etebi"	"etb"	8	15000	4.75	8	
"Enwan"	"enw"	71	15000	4.75	8.25	
"Uda"	"uda"	81	10000	4.7	8.05	
"Ibino"	"ibn"	71	10000	4.58	8.17	
"Ibuoro"	"ibr"	71	5000	5.5	7.92	
"Itu Mbon Uzo"	"itm"	81	5000	5.5	7.83	
"Ito"	"itw"	81	5000	5.17	8	
"Nkari"	"nkz"	81	5000	5.42	7.75	
"Iko"	"iki"	71	5000	4.58	8	
"Ilue"	"ilv"	71	5000	4.83	8.25	
"Okobo"	"okb"	71	50000	5	8.08	
"Oro"	"orx"	71	75000	4.92	8.08	
"Usaghade"	"usk"	71	10000	4.75	8.67	
"Gokana"	"gkn"	61	100000	4.58	7.33	
"Khana"	"ogo"	81	200000	4.75	7.42	
"Tee"	"tkq"	8	313000	4.75	7.42	
"Baan"	"bvj"	71	5000	4.67	7.3	
"Eleme"	"elm"	8	58000	4.75	7.25	
"Bakpinka"	"bbs"	61	4000	5.27	8.27	
"Agoi"	"ibm"	8	12000	5.88	8.25	
"Doko-Uyanga"	"uya"	81	200	5.5	8.25	
"Ukpet-Ehom"	"akd"	71	11386	5.55	8.12	
"Olulumo-Ikom"	"iko"	71	30000	6	8.5	
"Lubila"	"kcc"	91	11386	5.42	8.25	
"Nkukoli"	"nbo"	101	1000	5.75	8.25	
"Lokaa"	"yaz"	101	120000	5.92	8.08	
"Legbo"	"agb"	91	60000	6	8	
"Leyigha"	"ayi"	111	10000			
"Lenyima"	"ldg"	111	13000			
"CR Mbembe"	"mfn"	101	100000	5.83	8.42	
"Oring"	"org"	81	75000	6	8.08	
"Uzekwe"	"eze"	101	5000	6.58	8.32	
"Kukele"	"kez"	111	95000	6.67	8.33	
"Kohumono"	"bcs"	91	30000	6	8.12	
"Umon"	"umm"	111	20000	5.37	8.12	
"Agwagwune"	"yay"	111	20000	5.75	8.08	
"Ubaghara"	"byc"	101	30000	5.38	8	
"Kiong"	"kkm"	71	100	5.17	8.33	
"Korop"	"krp"	81	17640	5.17	8.92	
"Odut"	"oda"	81	20	5.17	8.25	
"Arigidi"	"aqg"	42	48000	7.57	5.87	"         (BC: DEFOID)"
"Ayere"	"aye"	51	3000	7.5	6	
"Ahan"	"ahn"	61	300	7.43	6	
"Yoruba"	"yor"	51	19380800	8	4.33	2
"Ede Cabe"	"cbj"	7	80000			
"E Ica"	"ica"	7	63000	8.42	1.83	
"E Idaca"	"idd"	7	100000	7.83	2.25	
"Ife"	"ife"	7	182000	8	1.75	
"E Ije"	"ijj"	7	50000	7.17	2.58	
"Isekiri"	"its"	7	510000	5.67	5.5	
"Mokole"	"mkl"	7	65500	11.08	3.08	
"E Nago"	"nqg"	7	200000	8.83	1.83	
"E K N"	"nqk"	7	25000			
"E MK N"	"xkb"	7	70000			
"Ulukwumi"	"ulb"	7	10000	6.5	6.58	
"Igala"	"igl"	6	800000	7.25	7	
"Degema"	"deg"	42	10000	4.75	6.75	"         (BC: EDOID)"
"Engenni"	"enn"	61	20000	5.17	6.38	
"Epie"	"epi"	61	12000	5	6.33	
"Edo"	"bin"	51	1000000	6.42	5.83	
"Emai-Iul-Ora"	"ema"	7	100000	7.08	5.92	
"Ibilo"	"ibi"	71	5000	7.42	6.08	
"Esan"	"ish"	71	200000	6.58	6.42	
"Ghotuo"	"aaa"	61	9000	7.08	5.75	
"Ivbie N-Ok-Ar"	"atg"	71	20000	7.17	6.25	
"Yekhee"	"ets"	71	274000	7.25	6.5	
"Ikpeshi"	"ikp"	71	5317	7	6.17	
"Sasaru"	"sxs"	7	12456			
"Enwan"	"env"	7	14000			
"Igwe"	"igw"	7	47845			
"Ososo"	"oso"	71	19038	7.42	6.17	
"Uneme"	"une"	71	19846	6.97	6.13	
"Ihievbe"	"ihi"	61	0			
"Uokha"	"uok"	61	0			
"Aduge"	"adu"	51	1904	7.67	6.13	
"Ehueun"	"ehu"	61	14244	7.42	5.58	
"Ukue"	"uku"	7	14085	7.45	5.58	
"Iyayu"	"iya"	71	24651			
"Uhami"	"uha"	7	13584	7.37	5.67	
"Okpe"	"okx"	61	8700			
"Idesa"	"ids"	7	5693			
"Akuku"	"ayk"	7	0			
"Oloma"	"olm"	7	0	7	6	
"Okpamheri"	"opa"	71	30000	7.33	6	
"Eruwa"	"erh"	51	64000	5.17	6	
"Urhobo"	"urh"	61	546000	5.58	6	
"Uvbie"	"evh"	6	19801	5.42	5.75	
"Isoko"	"iso"	6	423000	5.5	6.25	
"Okpe"	"oke"	6	25425	6	5.83	
"Ekpeye"	"ekp"	42	30000	5	6.5	"         (BC: IGBOID)"
"Igbo"	"ibo"	51	18000000	6	7.33	
"Ika"	"ikk"	6	22772	6.33	6.33	
"Ikwere"	"ikw"	6	200000	5	6.83	
"Ogbah"	"ogc"	6	170000	5.25	6.5	
"Ukwauni-Ab-Nd"	"ukw"	6	150000	5.83	6.42	
"Izi-Ez-Ik-Mg"	"izi"	61	593000	6.33	8	
"Amo"	"amo"	42	12263	10.33	8.67	"         (BC: KAINJI)"
"Gamo-Ningi"	"bte"	61	-1			
"Izora"	"cbo"	81	1500	10.42	8.75	
"Tunzuii"	"dza"	81	2500	9.33	11.42	
"Lere"	"gnh"	81	0	10.58	8.67	
"Gyem"	"gye"	81	1000	10.42	9.25	
"Jere"	"jer"	81	23000	10.25	8.83	
"Janji"	"jni"	81	1150	10.17	8.5	
"Kudu-Camo"	"kov"	81	42	11.08	9	
"Lemoro"	"ldj"	81	10000	10.42	8.67	
"Iguta"	"nar"	81	6123	10	8.83	
"Sanga"	"xsn"	81	20142	10.42	8.85	
"Shau"	"sqh"	81	0	10.38	9.03	
"Ziriya"	"zir"	81	-2005	10.5	8.67	
"Sheni"	"scv"	71	6	10.52	8.58	
"Bina"	"byj"	71	7000	10.28	8.17	
"Gbiri-Niragu"	"grh"	81	25000	10.3	8.5	
"Dungu"	"dbv"	8	1104	10.5	8.17	
"Kaivi"	"kce"	81	2323	10.42	8.08	
"Vono"	"kch"	81	500	10.42	8.17	
"Kinuku"	"kkd"	81	500	10.37	8.17	
"Tumi"	"kku"	81	2266	10.5	8.08	
"Kono"	"klk"	81	5522	10.42	8.25	
"Kurama"	"krh"	81	40284	10.33	8	
"Shuwa-Zamani"	"ksa"	81	1000	12.25	14	
"Mala"	"ruy"	81	6627	10.58	8.08	
"Ruma"	"ruz"	81	5090	10.58	8.2	
"Surubu"	"sde"	81	7173	10.22	8.23	
"Panawa"	"pwb"	71	3500			
"Atsam"	"cch"	61	30000	10	8.5	
"Piti"	"pcn"	71	5534	10.12	8.5	
"Basa-Gumna"	"bsl"	51	-1987			
"B-Kontagora"	"bsr"	71	10			
"B-Gurmana"	"buj"	71	2000	10.25	6.78	
"B"	"bzw"	71	100000	8	7	
"Bauchi"	"bsf"	61	20000	10.17	6.58	
"Gurmana"	"gvm"	71	3000	10.17	6.83	
"Gwamhi-Wuri"	"bga"	61	16000	11.83	5	
"Clela"	"dri"	71	90000	11.33	5.33	
"Hun-Saare"	"dud"	71	73000	11.17	5.08	
"ut-Main"	"gel"	71	36000	11.5	4.83	
"Laru"	"lan"	61	5000	10.58	4.42	
"Lopa"	"lop"	71	5000	10.43	4.7	
"Cishingini"	"asg"	61	100000	10.5	5	
"Tsishingini"	"tsw"	7	100000	8.15	6.05	
"Tsikimba"	"kdl"	7	100000			
"Kakihum"	"kxe"	7	15000			
"Tsuvadi"	"tvd"	7	150000	10.77	5.4	
"Baangi"	"bqx"	71	15000	10.83	5.75	
"E Acipa"	"acp"	61	5000	10.75	6	
"W"	"awc"	7	20000	11	5.6	
"Cinda-Reg-Tiy"	"cdr"	7	30000	10.5	6.1	
"Rogo"	"rod"	7	0	12.35	6.12	
"Hungworo"	"nat"	7	20000	10.33	6.33	
"Pongu"	"png"	7	30000	10.08	6.33	
"Shama-Sambuga"	"sqa"	71	5000	10.45	6.25	
"Fungwa"	"ula"	71	1000	10.5	6.58	
"Reshe"	"res"	61	44000	10.83	4.63	
"Gade"	"ged"	42	72100	8.67	7.42	"         (BC: NUPOID)"
"Ebira"	"igb"	61	1000000	8.17	7	
"Dibo"	"dio"	51	100000	9	6.33	
"Gbagyi"	"gbr"	61	700000	9.5	7	
"Gbari"	"gby"	7	350000	8.75	7	
"Nupe-N-Tako"	"nup"	61	800000	9.17	5.42	
"Asu"	"aum"	7	5000	10	5.42	
"Gupa-Abawa"	"gpa"	7	15000	8.42	6.67	
"Kakanda"	"kka"	7	20000	8.33	6.58	
"Kami"	"kmi"	7	5000	8.58	6.67	
"Kupa"	"kug"	7	20000	8.5	6.33	
"Oko-Eni-Osay"	"oks"	42	10000	7.42	6.17	"         (BC: Ok)"
"Jukun Takum"	"jbu"	42	2451	6.92	10.42	"         (BC: JUKUNOID)"
"Jibu"	"jib"	8	30000	7.42	11	
"Hone"	"juh"	8	7000			
"Wapha"	"juw"	8	1605			
"Wannu"	"jub"	7	4000	7.88	9	
"Wapan"	"juk"	8	100000	8	10	
"Jiba"	"juo"	8	2000	9.33	11.58	
"Tigon Mbembe"	"nza"	71	56000	6.83	10.75	
"Shoo-Min-Nye"	"bcv"	71	10000	9	11	
"Como Karim"	"cfg"	71	11386	8.92	10.83	
"Jiru"	"jrr"	81	3416	8.67	10.58	
"Tita"	"tdq"	81	3416	8.17	10.12	
"Etkywan"	"ich"	61	50167	7.17	10.33	
"Kpan"	"kpk"	71	11386	7.58	10.17	
"Akum"	"aku"	51	1400	6.77	10	
"Beezen"	"bnz"	61	450	6.75	10.08	
"Kapya"	"klo"	61	200	7	10.17	
"Kutep"	"kub"	61	45988	7.17	10	
"Yukuben"	"ybl"	61	15950	6.88	9.88	
"Bete"	"byf"	51	50	7.03	9.78	
"Alumu-Tesu"	"aab"	41	7000	9	8.47	"         (BC: PLATEAU)"
"Berom"	"bom"	51	300000	9.67	8.83	
"Eten"	"etx"	61	40000	9.73	8.63	
"Shall-Zwall"	"sha"	61	8900	9.87	9.67	
"Firan"	"fir"	51	2500	9.67	8.75	
"Cara"	"cfd"	61	3000	10.17	8.75	
"Izere"	"izr"	61	50000	9.92	9.08	
"Ganang"	"gne"	7	3000	9.73	8.98	
"Cen"	"cen"	71	2000			
"Irigwe"	"iri"	71	40000	9.83	8.67	
"Jju"	"kaj"	71	300000	9.92	8	
"Tyap"	"kcg"	71	130000	9.92	8.17	
"Ndun"	"nfd"	61	3000	10.5	8.32	
"Nyeng"	"nfg"	7	2000			
"Shakara"	"nfk"	7	3000			
"Doka"	"dbi"	51	11386	10.25	8	
"Idon"	"idc"	61	5000	10.25	7.75	
"Ikulu"	"ikl"	61	50000	10.17	8.08	
"Iku-Gor-Ank"	"ikv"	61	13000	10.25	7.75	
"Kadara"	"kad"	61	40000	10	7.42	
"Kuturmi"	"khj"	61	10521	10.17	8	
"Horom"	"hoe"	51	1500	9.28	8.98	
"Bo-Rukul"	"mae"	61	2000	8.92	8.92	
"Fyam"	"pym"	61	3000	9.58	9.33	
"Lijili"	"mgi"	51	50000	8.5	8.33	
"Tanjijili"	"uji"	61	8540	9.38	6.87	
"Yangkam"	"bsx"	51	100	9.45	10.28	
"Pe"	"pai"	61	4000	9.25	9.58	
"Sur"	"tdl"	61	5000	9.33	9.42	
"Tarok"	"yer"	61	300000	9	10.08	
"Hyam"	"jab"	51	100000	9.87	7.95	
"Cori"	"cry"	81	1000	9.67	8	
"Shamang"	"xsh"	8	0	9.62	8	
"Zhire"	"zhi"	8	0	9.62	8	
"Kagoma"	"kdm"	81	25391	9.25	8.17	
"Ashe"	"ahs"	71	35000	9.33	7.42	
"Begbere-Ejar"	"bqv"	8	0	9.67	7.67	
"Idun"	"ldb"	81	10000	9.08	7.75	
"Yeskwa"	"yes"	81	13000	9	8	
"Bu"	"jid"	61	6000	9.08	8.42	
"Kamantan"	"kci"	81	10000	9.83	7.67	
"Kanufi"	"kni"	81	10361	9.5	8.25	
"Mada"	"mda"	81	100000	8.75	8.25	
"Ninzo"	"nin"	81	35000	10.16	8.23	
"Nungu"	"rin"	81	50000	9.42	8.67	
"Vaghat-Y-B-L"	"bij"	81	20000	9.67	9.58	
"Kaningdon-Ni"	"kdp"	81	12000	9.5	8.25	
"Numana-N-G-N"	"nbr"	81	30000	9.17	8.33	
"Ningye"	"nns"	81	3985	9.25	8.42	
"Che"	"ruk"	81	100000	9.83	8.58	
"Ake"	"aik"	71	3000	8.58	8.75	
"Eggon"	"ego"	81	140368	8.67	8.58	
"Hasha"	"ybj"	81	3000	9.17	8.67	
"Sambe"	"xab"	81	6			
"Ayu"	"ayu"	51	800	9.28	8.62	
"Toro"	"tdv"	51	3928	9.08	8.6	
"Eloyi"	"afo"	41	25000	8.25	8	"         (BC: IDOMOID)"
"Etulo"	"utr"	62	10000	7.75	9.42	
"Idoma"	"idu"	71	600000	6.92	7.5	
"Agatu"	"agc"	8	70000	8.17	7.58	
"Alago"	"ala"	81	35052	8.33	8.5	
"Igede"	"ige"	81	250000	7	8.17	
"Yala"	"yba"	81	50000	6.75	8.62	
"Akpa"	"akf"	51	26894	7.33	8	
"Yace"	"ekr"	6	50000	6.83	8.83	
"Ukaan"	"kcf"	42	18000	7.75	6.05	"         (BC: Uk)"
"Samba Daka"	"ccg"	42	107000	8.25	11.5	"         (BC: BANTOID)"
"Lamja-De-To"	"ldh"	7	3416	8.67	12.17	
"Dirim"	"dir"	7	9000			
"Dong"	"doh"	71	5000	8.67	12	
"Gaa"	"ttb"	71	10000	8.5	12	
"Fam"	"fam"	61	1000	7.5	10.5	
"Kwanja"	"knp"	61	20000	6.42	11.67	
"Twendi"	"twn"	91	30	6.37	11.7	
"Mbongno"	"bgu"	81	3000	6.83	11.17	
"Somyev"	"kgt"	91	18	6.9	11.5	
"Mvanip"	"mcj"	91	100	6.75	11.17	
"Ndunda"	"nuh"	91	350			
"C Mambila"	"mcu"	81	30000	6.75	11.5	
"N"	"mzk"	9	99000	6.75	11.42	
"Njerep"	"njr"	81	6			
"Ndoola"	"ndr"	71	62520	7	10.5	
"Suga"	"sgi"	71	10000	7.08	12.5	
"Vute"	"vut"	8	21000	5.17	12.17	
"Wawa"	"www"	9	3000	6.83	11.75	
"Bukwen"	"buz"	51	1000	6.92	10.17	
"Saari"	"asj"	71	7000	6.58	10.67	
"Bebe"	"bzv"	8	2500	6.75	10.58	
"Cung"	"cug"	8	2000	6.58	10.42	
"Kemezung"	"dmo"	8	4500	6.75	10.5	
"Naki"	"mff"	8	3000	6.75	10.25	
"Ncane"	"ncr"	8	15500	6.5	10.58	
"Noone"	"nhu"	8	25000	6.42	10.58	
"Mashi"	"jms"	71	1000	6.9	10.25	
"Muntabli"	"boe"	71	1000	6.58	10.25	
"Fang"	"fak"	81	2400	6.54	10.32	
"Koshin"	"kid"	81	1000	6.58	10.33	
"Abar"	"mij"	81	2000	6.58	10.25	
"Mbu"	"muc"	81	1000	6.4	10.05	
"Abanyong"	"abm"	61	12500	6.27	8.63	
"Ekajuk"	"eka"	7	30000	6.42	8.58	
"Ejagham"	"etu"	7	116675	5.42	8.67	
"Nkem-Nkum"	"isi"	7	34500	6.58	8.58	
"Ndoe"	"nbb"	7	7344	6.08	8.67	
"Nnam"	"nbp"	7	3000	6.33	8.5	
"Nde-Nsele-Nta"	"ndd"	7	19500	6.17	8.5	
"Efutop"	"ofu"	7	10000	5.92	8.33	
"Mbe"	"mfo"	61	14300	6.58	8.83	
"Nagumi"	"ngv"	61	-1	8.67	13.42	
"Ngong"	"nnx"	8	2	8.75	13.42	
"Mbonga"	"xmb"	81	1488	5.75	13.63	
"Jarawa"	"jar"	71	150000	9.5	10.5	
"Bada"	"bau"	8	10000	9.6	9.94	
"Duguri"	"dbm"	8	20000	9.7	9.9	
"Kulung"	"bbu"	81	15000	9.2	10.7	
"Bile"	"bil"	81	30000	8.92	11.17	
"Lame"	"bma"	81	10000	10.58	8.97	
"Dulbu"	"dbo"	81	100	10.17	10	
"Shiki"	"gua"	81	1200	10.5	9.75	
"Gwa"	"gwb"	81	979	10.25	9.17	
"Labir"	"jku"	81	13000	10.5	9.58	
"Mbula-Bwazza"	"mbu"	81	40558	9.58	12.25	
"Mama"	"mma"	81	20000	8.83	8.83	
"Zaambo"	"za0"	81	0	9.3	11	
"Denya"	"anv"	61	11200	6	9.42	
"Kenyang"	"ken"	7	65000	5.67	9.5	2
"Kendem"	"kvm"	7	1500	5.75	9.67	
"Tuki"	"bag"	61	26000	4.58	11.5	
"Bati"	"btc"	71	800	4.25	11.08	
"Nomaande"	"lem"	81	6000	4.58	10.92	
"Tuotomb"	"ttf"	8	1000	4.75	11.23	
"Yambeta"	"yat"	8	3700	4.83	10.92	
"Tunen"	"baz"	71	35300	4.75	10.67	
"Nubaca"	"baf"	71	4500	4.33	11	
"Elip"	"ekm"	8	6400	4.5	11.17	
"Mbule"	"mlb"	8	100	4.5	11	
"Mmaala"	"mmu"	8	5300	4.5	11.08	
"Nugunu"	"yas"	8	35000	4.58	11.25	
"Yangben"	"yav"	8	2300	4.43	11.08	
"Ndemli"	"nml"	61	5950	4.67	10.17	
"Tikar"	"tik"	61	25000	5.83	11.67	
"Abon"	"abo"	61	1000	6.93	10.9	
"Esimbi"	"ags"	71	20000	6.5	9.92	
"Ambo"	"amb"	71	1000	7.07	10.8	
"Ipulo"	"ass"	71	2500	6.25	9.58	
"Iceve-Maci"	"bec"	71	12000	6.33	9.5	
"Balo"	"bqo"	71	2231			
"Bitare"	"brt"	71	52330	7	10.83	
"Batu"	"btu"	71	25000	6.83	11	
"Evant"	"bzz"	71	11000	6.5	9.5	
"Caka"	"ckx"	71	5000	6.25	9.83	
"Eman"	"emn"	71	800	6.25	9.67	
"Mesaka"	"iyo"	71	14000	6.5	9.67	
"Manta"	"myg"	71	5300	6	9.58	
"Osatu"	"ost"	71	400	6.17	9.83	
"Tiv"	"tiv"	71	2212000	7.5	9	
"Iyive"	"uiv"	7	2000	6.42	9.58	
"Otank"	"uta"	71	3000	6.5	9.33	
"Befang"	"bby"	61	2975	6.33	10	
"Fum"	"fum"	71	0	6.67	11.08	
"Fefe"	"fmp"	81	123700	5.25	10.17	
"Ghomala"	"bbj"	101	260000	5.42	10.33	
"Kwa"	"bko"	101	1000	4.92	10.33	
"Mengaka"	"xmg"	101	20000	5.75	10.33	
"Ndanda"	"nnz"	101	10000	5.17	10.33	
"Ngiemboon"	"nnh"	101	250000	5.42	10.08	
"Ngombale"	"nla"	101	45000	5.75	10.17	
"Ngomba"	"jgo"	101	63000	5.67	10.25	
"Ngwe"	"nwe"	101	73200	5.5	9.92	
"Yemba"	"ybb"	101	300000	5.42	10.08	
"Awing"	"azo"	91	19000	5.87	10.28	
"Pinyin"	"pny"	10	24600	5.82	10.08	
"Bamukumbit"	"bqt"	10	12000			
"Bafut"	"bfd"	101	105000	6.25	9.92	
"Ngemba"	"nge"	10	18800	6.2	10	
"Beba"	"bfp"	101	3000			
"Kpati"	"koc"	101	-1			
"Mendankwe N"	"mfd"	101	23050	6	10.25	
"Bambili-B"	"baw"	10	10000	6.12	10.2	
"Dzodinka"	"add"	91	2600	6.75	10.92	
"Limbum"	"lmp"	101	73000	6.5	10.75	
"Mbo"	"mtk"	101	1488	6.28	11.08	
"Mfumte"	"nfu"	101	24700	6.67	11	
"Kwaja"	"kdz"	10	2975	6.67	11	
"Ndaktup"	"ncp"	10	2975	6.67	11	
"Yamba"	"yam"	101	40763	6.42	11.08	
"Bamun"	"bax"	91	215000	5.5	10.92	
"Bamali"	"bbq"	101	10800	5.92	10.45	
"Bafanji"	"bfj"	101	17000	5.85	10.45	
"Bangolan"	"bgj"	101	13534	6	10.67	
"Bambalang"	"bmo"	101	29000	5.83	10.5	
"Medumba"	"byv"	101	210000	5.08	10.5	
"Mungaka"	"mhk"	101	50100	5.92	10	
"Baba"	"bbw"	10	24500	6.12	10.52	
"Bamenyam"	"bce"	10	4000	5.75	10.33	
"Menka"	"mea"	81	5200	5.92	9.67	
"Meta"	"mgo"	91	87000	5.92	9.92	
"Mundani"	"mnf"	9	34000	5.67	9.92	
"Ngamambo"	"nbv"	9	8000	5.92	10.08	
"Njen"	"njj"	9	1800	5.75	9.92	
"Ngie"	"ngj"	91	37000	5.92	9.75	
"Ngwo"	"ngn"	91	22000	6.17	9.92	
"Ngoshie"	"nsh"	91	9200	6.08	9.83	
"Babanki"	"bbk"	81	22500	6.08	10.32	
"Mmen"	"bfm"	101	35000	6.33	10.25	
"Kom"	"bkm"	101	233000	6.25	10.33	
"Bum"	"bmv"	101	21400	6.5	10.42	
"Kung"	"kfl"	101	1750			
"Kuk"	"kfn"	101	3000			
"Oku"	"oku"	101	40000	6.25	10.5	
"Lamnso"	"lns"	91	125000	6.17	10.75	
"Vengo"	"bav"	91	27000	6.12	10.42	
"Wushi"	"bse"	101	25000	6.07	10.6	
"Kenswei Nsei"	"ndb"	101	25000	6	10.42	
"Bamunka"	"bvm"	101	31000	6	10.5	
"Aghem"	"agq"	91	26727	6.67	10	
"Isu"	"isu"	10	10400	6.58	10.08	
"Weh"	"weh"	10	6900	6.45	10.13	
"Laimbue"	"lmx"	101	5000	6.22	10.08	
"Zhoa"	"zhw"	101	0			
"Nde-Gbite"	"ned"	81	0			
"Viti"	"vit"	81	0			
"Ambele"	"ael"	71	2600	5.93	9.62	
"Atong"	"ato"	81	4200	6.07	9.75	
"Busam"	"bxs"	81	1488	5.83	9.67	
"Busuu"	"bju"	61	8			
"Buya"	"byy"	61	13000			
"Moingi"	"mwz"	61	4200			
"Dimbong"	"dii"	61	140	4.83	11	"         (BC: BANTU)"
"Hijuk"	"hij"	101	400	4.42	11	
"Bafia"	"ksf"	101	60000	5	11.17	
"Lefa"	"lfa"	10	10000	5.06	11.95	
"Tibea"	"ngy"	101	1400	5.3	11.3	
"Bankon"	"abb"	91	12000	4.42	9.58	
"Barombi"	"bbi"	10	3000	4.5	9.33	
"Basaa"	"bas"	101	230000	3.92	10.5	
"Bakoko"	"bkh"	10	50000	3.5	10	
"Benga"	"bng"	91	4100	1.17	9.42	
"Batanga"	"bnm"	101	15000	3	10	
"Bube"	"bvb"	101	40000	3.5	8.67	
"Ngumbi"	"nui"	101	4000	1.5	9.67	
"Yasa"	"yko"	11	2401	2.45	9.87	
"Bubia"	"bbx"	91	600	4	9.25	
"Duala"	"dua"	101	87700	4	9.42	
"Bakole"	"kme"	10	300	4.42	8.97	
"Malimba"	"mzd"	10	2230	3.58	9.67	
"Isu"	"szv"	101	800	4	9.33	
"Mopkwe"	"bri"	101	32200	4.25	9.25	
"Wumboko"	"bqm"	10	4000	4.25	9.08	
"Kako"	"kkj"	91	119455	4.33	14.25	
"Kwakum"	"kwu"	101	10000	4.83	13.67	
"Pol"	"pmm"	101	44130	4.2	14	
"Bonkeng"	"bvg"	91	2975			
"Bakaka"	"bqz"	101	30000	4.83	9.88	
"Bassossi"	"bsi"	11	5000	5.25	9.5	
"Akoose"	"bss"	11	100000	5	9.67	
"Bafaw-Balong"	"bwt"	11	8400	4.5	9.17	
"Mbo"	"mbo"	11	45000	5	9.92	
"Nkongho"	"nkc"	10	2231	5.27	9.8	
"Oroko"	"bdu"	101	105985	4.83	9.33	
"Kol"	"biw"	91	12000	3.67	12.75	
"Bomwali"	"bmw"	101	39280	1.58	16	
"Gyele"	"gyi"	101	4279	2.83	10.33	
"Makaa"	"mcp"	101	80000	3.42	12.25	
"Byep"	"mkk"	10	9500	4.58	13.5	
"Mpiemo"	"mcx"	101	29000	3.5	15.67	
"Mpongmpong"	"mgg"	10	45000	2	15.5	
"Bekwil"	"bkw"	10	12060	1.67	14.33	
"Koonzime"	"ozm"	10	30000	3.15	13.6	
"Njyem"	"njy"	101	7000			
"Kwasio"	"nmg"	101	17500	3	10.17	
"So"	"sox"	101	9000	3.67	12.53	
"Ukhwejo"	"ukh"	101	2000	2.88	16.23	
"Fang"	"fan"	91	1027900	-1	11.42	
"Bebele"	"beb"	10	24000	4.83	12.83	
"Bebil"	"bxp"	10	6000	4.92	13.33	
"Bulu"	"bum"	10	58000	3	11	
"Eton"	"eto"	10	52000	4.25	11.5	
"Ewondo"	"ewo"	10	577700	4	12	
"Mengisa"	"mct"	10	20000	4.58	11.42	
"Kele"	"keb"	81	9226			
"Ngom"	"nra"	10	12770	0.67	14.42	
"Kota"	"koq"	101	43497	0	12.5	
"Mahongwe"	"mhb"	10	1000	0.67	14	
"Sake"	"sak"	10	1000	0.25	11.75	
"Ndasa"	"nda"	101	6988	-3	13.25	
"Sighu"	"sxe"	101	1000	-0.75	12.57	
"Seki"	"syi"	101	14690	1.08	9.58	
"Wumbvu"	"wum"	101	18328	-2.42	12.25	
"Mbangwe"	"zmn"	101	5199	-2.5	13.58	
"Kaningi"	"kzo"	91	6000	-1.75	13.58	
"Ombamba"	"mbm"	101	24800	-0.92	14	
"Mbere"	"mdt"	10	105882	-0.5	14	
